type,text
"Joke","Q: How many strongmen does it take to screw in a light bulb?\r A: 115. One to hold the bulb and 114 to rotate the house."
"Joke","Q: How many lawyers does it take to screw in a lightbulb?A: As many as you cam afford.Q: How many Lawyers does it take to oil a Hummer?A: 1, If you put him through real slow.Q: What do you call 1000 peg-legged lawyers?A: A waste of good wood!Did you hear the US Supreme Court building was taken over by foreign terroists?They are holding 30 lawyers hostage and they say if their demands are not met, they will start releasing one an hour!!"
"Joke","A blonde wanted to go ice fishing. She'd seenmany books on the subject, and finally, aftergetting all the necessary ""tools"" together, she made for the nearest frozen body of water.After positioning her comfy footstool, she started to make a circular cut in the ice. Suddenly, from the sky, a voice boomed, ""THEREARE NO FISH UNDER THE ICE!"" Startled, the blonde moved further down the ice,poured a Thermos of cappuccino. And began to cutyet another hole. Again, from the heavens, the voice bellowed, ""THERE ARE NO FISH UNDER THE ICE!"" The Blonde, now quite worried, moved way down tothe opposite end of the ice, set up her stool, and tried again to cut her hole. The voice came once more. ""THERE ARE NO FISH UNDER THE ICE!"" She stopped, looked skyward,and said, ""Is that you, Lord?"" The voice replied, ""No...this is the manager of the hockey rink..."""
"Joke","The Supreme Court has ruled that there cannot be a Nativity Scene inWashington, DC this Christmas. This isn't for any religious reason,they simply have not been able to find three wise men and a virgin inthe Nation's capitol. There was no problem however finding enoughasses to fill the stable."
"Joke","The mind reader had a very busy day today reading minds. You were a vacation for him."
"Joke","yo mama so fat she got more chins than in the chinese phone book!"
"Joke","Jesus is crucified, hanging on the cross up on a hill. Below the hill there is a crowd of onlookers, including St. Peter. ""Peter! Peter! I need to tell you something"" Jesus cries. So Peter, devoted to his Lord, breaks from the crowd towards the hill only to be stopped by a group of Roman soldiers, beat up and thrown back down.""Peter! Please, I need to tell you something!"" Jesus cries.Again, full of faith and love for Christ, he runs up the hill and almost gets past the soldiers. But, he's caught, beat up again and tossed back into the crowd. Finally, Jesus screams ""Peter, I must tell you something. Please, come to me!""Peter, sorrowed by his Lord's suffering, runs up the hill bloody and bruised and finally makes it past the soldiers. He kneels in front of Jesus: ""Here I am my lord, your faithful servant. What is it that you need to tell me?""Jesus smiles and says ""Yo, I can see my house from up here."""
"Joke","I always wanted to be a trouble-shooter, but now I see you are not worth it!"
"Joke","These three married couples died and when they got to the pearly gates. St.Peter told the first husband, ""I can't let you in. You let alcohol run your life. You even married a girl named Sherry."" Dejected, he turned and walked away. The next married couple stepped up, and St.Peter told the husband, ""Can't let you in sir. While you were on earth, you allowed money to run your life. You even married a girl named Penny."" The guy hung his head, turned and walked away. The husband of the third couple waiting in line, overheard both conversations and said, ""Come on, Fanny, he's not going to let us in either."""
"Joke","George W. Bush, in an airport lobby, noticed a man in a long flowing white robe with a long flowing white beard and flowing white hair. The man had a staff in one hand and some stone tablets under the other arm. George W. approached the man and inquired, ""Aren't you Moses?"" The man ignored George W. and stared at the ceiling. George W. positioned himself more directly in the man's view and asked again, ""Aren't you Moses?"" The man continued to peruse the ceiling. George W. tugged at the man's sleeve and asked once again, ""Aren't you Moses?"" The man finally responded in an irritated voice, ""Yes, I am."" George W. asked him why he was so uppity and the man replied, ""The last time I spoke to a Bush I had to spend forty years in the desert."""
"Joke","Q: Why do they bury lawyers 20 feet in the ground?A: Because way deep down they're great people!"
"Joke","A middle-aged couple, with two beautiful daughters, decided to try one last time for the son they always wanted.Soon, the wife became pregnant, and, nine months later, delivered a baby boy.The joyful father rushed to the nursery to see his new son, but was horrified to find an incredibly-ugly baby.He went to his wife and said, ""I cannot possibly be the father of that hideous child. Look at the two beautiful daughters I fathered.""When his wife blushed, he became suspicious, and demanded, ""Have you been fooling around on me?""His wife confessed, ""Not this time."""
"Joke","There's this guy in a bar, just looking at his drink. He stays like that for half-an-hour. Then, this big trouble-making truck driver steps next to him, takes the drink from the guy and just drinks it all down. The poor man starts crying. The truck driver says: ""Come on man, I was just joking. Here, I'll buy you another drink. I just can't see a man crying."" ""No, it's not that. This day is the worst of my life. First, I fall asleep, and I go late to my office. My boss, outrageous, fires me. When I leave the building, to my car, I found out it was stolen. The police, they say they can do nothing. I get a cab to return home and when I leave it, I remember I left my wallet and credit cards there. The cab driver just drives away. I go home, and when I get there, I find my wife in bed with the gardener. I leave home, and come to this bar. And just when I was thinking about putting an end to my life, you show up and drink my poison..."""
"Joke","They say that two heads are better than one. In your case, one would have been better than none."
"Joke","A little girl came to a pregnent lady, and while pointing to her stomach asked : ""What's that?""The lady proudly replied: ""That's my little baby and I love him very much!""The little girl then said: ""If you love him that much, then why the hell did you eat him?"""
"Joke","Q: What do you call a cat with a machine gun?A: Sir.Q: What does a snail do on a tortoise's back?A: ""Vrooom... vrooom... vrooooooom...""Q: How do you know if there is an elephant under the bed?A: Your nose is touching the ceiling."
